id,section,difficulty,topic,question,A,B,C,D,answer
TCS_APT_297,Numerical Ability,MEDIUM,Aptitude,A certain job is done by 12 men in 20 days. How many men to finish in 15 days?,16,20,18,24,A
TCS_APT_298,Numerical Ability,MEDIUM,Aptitude,A can finish in 20 days. B is 25% more efficient. B finishes in?,16 days,15 days,18 days,20 days,A
TCS_APT_299,Numerical Ability,MEDIUM,Aptitude,Ratio of efficiency of A:B = 3:2. Together finish in 12 days. A alone finishes in?,20 days,25 days,18 days,30 days,A
TCS_APT_300,Numerical Ability,MEDIUM,Aptitude,What is the interest on Rs 12000 at 6.25% SI for 2.5 years?,1875,1500,2000,1200,A
TCS_APT_301,Numerical Ability,MEDIUM,Aptitude,"At 12% CI, what will Rs 5000 become after 2 years?",6272,6000,5600,6500,A
TCS_APT_302,Numerical Ability,MEDIUM,Aptitude,A and B invest Rs 3000 and Rs 5000. Profit at end of year is Rs 1600. B's share?,1000,800,600,1200,A
TCS_APT_303,Numerical Ability,MEDIUM,Aptitude,"A, B, C invest in ratio 1:2:3. Total profit is Rs 12000. C's share?",6000,4000,2000,3000,A
TCS_APT_304,Numerical Ability,MEDIUM,Aptitude,"A invested Rs 8000 for 6 months, B Rs 6000 for 8 months. Ratio of profit?",1:1,2:1,3:2,4:3,A
TCS_APT_305,Numerical Ability,MEDIUM,Aptitude,A and B started business with Rs 5000 each. After 4 months A invested Rs 1000 more. Year-end ratio?,9:8,5:4,7:6,3:2,A
TCS_APT_307,Numerical Ability,MEDIUM,Aptitude,A train passes a pole in 10 sec at 54 km/h. Length of train?,150m,100m,120m,180m,A
TCS_APT_308,Numerical Ability,MEDIUM,Aptitude,Two trains run toward each other at 60 km/h and 90 km/h. Distance 300 km. Time to meet?,2h,3h,1.5h,2.5h,A
TCS_APT_309,Numerical Ability,MEDIUM,Aptitude,"A bus travels at 60 km/h for 2.5h, then 80 km/h for 1.5h. Total distance?",270 km,300 km,250 km,280 km,A
TCS_APT_310,Numerical Ability,MEDIUM,Aptitude,Average speed for trip: 120 km at 60 km/h then 120 km at 40 km/h.,48 km/h,50 km/h,45 km/h,55 km/h,A
TCS_APT_311,Numerical Ability,MEDIUM,Aptitude,A man saves Rs 1200 from salary of Rs 6000. Save % next month if salary rises 10% and savings unchanged?,About 18.2%,20%,15%,16.7%,A
TCS_APT_312,Numerical Ability,MEDIUM,Aptitude,A is 25% more than B. B is what % less than A?,20%,25%,15%,30%,A
TCS_APT_313,Numerical Ability,MEDIUM,Aptitude,Number decreased by 25% gives 120. Original number?,160,150,140,180,A
TCS_APT_314,Numerical Ability,MEDIUM,Aptitude,"If 3 is added to both numerator and denominator of 3/8, what is new fraction?",6/11,7/12,4/9,5/10,A
TCS_APT_316,Numerical Ability,MEDIUM,Aptitude,Sum of squares of first 10 natural numbers.,385,380,390,400,A
TCS_APT_317,Numerical Ability,MEDIUM,Aptitude,What is the sum of first 10 odd numbers?,100,90,81,121,A
TCS_APT_319,Numerical Ability,MEDIUM,Aptitude,"Number of ways to arrange 4 objects out of 6: P(6,4)=?",360,120,720,60,A
TCS_APT_320,Numerical Ability,MEDIUM,Aptitude,"Number of ways to choose 3 from 8: C(8,3)=?",56,28,70,84,A
TCS_APT_321,Numerical Ability,MEDIUM,Aptitude,Probability of getting head on tossing a fair coin.,1/2,1/3,1/4,2/3,A
TCS_APT_322,Numerical Ability,MEDIUM,Aptitude,A bag has 4 red and 6 blue balls. Probability of drawing a red ball?,2/5,1/2,3/5,1/4,A
TCS_APT_323,Numerical Ability,MEDIUM,Aptitude,Two dice thrown. Probability of sum = 7.,1/6,1/4,1/8,1/3,A
TCS_APT_324,Numerical Ability,MEDIUM,Aptitude,A card drawn from a deck of 52. Probability of king?,1/13,4/52,1/52,1/26,A
TCS_APT_325,Numerical Ability,MEDIUM,Aptitude,Probability of getting even number on a die.,1/2,1/3,2/3,1/6,A
TCS_APT_326,Numerical Ability,MEDIUM,Aptitude,Two unbiased coins tossed. Probability of both tails?,1/4,1/2,1/3,3/4,A
TCS_APT_327,Numerical Ability,MEDIUM,Aptitude,"Out of 100 students, 60 passed in Maths, 48 in Science, 36 in both. Failed in both?",28,32,24,40,A
TCS_APT_328,Numerical Ability,MEDIUM,Aptitude,"In a class 40% play cricket, 30% play football, 20% play both. Play neither?",50%,40%,30%,60%,A
TCS_APT_329,Numerical Ability,MEDIUM,Aptitude,A number when divided by 6 leaves remainder 5. The same number when divided by 3 leaves?,2,1,0,3,A
TCS_APT_330,Numerical Ability,MEDIUM,Aptitude,"The sum of digits of a two digit number is 11. If digits reversed, number decreases by 27. Number?",74,65,83,56,A
TCS_APT_331,Numerical Ability,MEDIUM,Aptitude,A number is divisible by 9 if the sum of its digits is divisible by?,9,3,6,12,A
TCS_APT_332,Numerical Ability,MEDIUM,Aptitude,Which is the smallest 4-digit number divisible by 18?,1008,1080,1000,1026,A
TCS_APT_333,Numerical Ability,MEDIUM,Aptitude,"A library has 3 different Science, 4 different Maths, 2 different English books. How many ways to choose one?",9,24,12,6,A
TCS_APT_334,Numerical Ability,MEDIUM,Aptitude,"A bag has 3 red, 4 blue, 2 green balls. Probability of drawing not blue?",5/9,4/9,1/2,2/3,A
TCS_APT_335,Numerical Ability,MEDIUM,Aptitude,"If a number is multiplied by 2 and 10 added, result is 30. The number is?",10,15,12,8,A
TCS_APT_338,Numerical Ability,MEDIUM,Aptitude,"Which is greatest: 3/5, 4/7, 5/9?",3/5,4/7,5/9,All equal,A
TCS_APT_341,Numerical Ability,MEDIUM,Aptitude,The number 0.0025 in fraction form is?,1/400,1/40,1/4000,1/25,A
TCS_APT_342,Numerical Ability,MEDIUM,Aptitude,"If 2/3 of a number is 18, what is 3/4 of the same number?",20.25,27,18,24,A
TCS_APT_343,Numerical Ability,MEDIUM,Aptitude,How many prime numbers are between 1 and 30?,10,8,11,9,A
TCS_APT_344,Numerical Ability,MEDIUM,Aptitude,What is the HCF of 72 and 108?,36,18,24,12,A
TCS_APT_345,Numerical Ability,MEDIUM,Aptitude,"The LCM of 6, 10, and 15 is?",30,60,90,120,A
TCS_APT_346,Numerical Ability,MEDIUM,Aptitude,"If today is Monday, what day will it be after 100 days?",Wednesday,Thursday,Friday,Sunday,A
TCS_APT_347,Numerical Ability,MEDIUM,Aptitude,"If Jan 1 is Thursday, what day is Jan 15?",Wednesday,Thursday,Friday,Saturday,A
TCS_APT_349,Numerical Ability,MEDIUM,Aptitude,What is (1/2 + 1/3) × (1/4 + 1/5)?,77/120,7/12,7/120,1,A
TCS_APT_350,Numerical Ability,MEDIUM,Aptitude,"If the area of a square is 169 m2, find its perimeter.",52m,48m,56m,44m,A
TCS_APT_351,Numerical Ability,MEDIUM,Aptitude,"A 12m ladder leans against wall, foot 5m from wall. How high up wall?",about 10.9m,11m,10m,12m,A
TCS_APT_352,Numerical Ability,MEDIUM,Aptitude,"A man walks 3 km east, then 4 km north. Distance from start?",5 km,7 km,6 km,8 km,A
TCS_APT_353,Numerical Ability,MEDIUM,Aptitude,A ship moves 10 km north and 10 km east. Displacement?,10√2 km,20 km,14 km,12 km,A
TCS_APT_354,Numerical Ability,MEDIUM,Aptitude,Find the number of diagonals in a hexagon.,9,6,12,15,A
TCS_APT_355,Numerical Ability,MEDIUM,Aptitude,"In a triangle, angles are in ratio 1:2:3. Largest angle is?",90°,60°,45°,120°,A
TCS_APT_356,Numerical Ability,MEDIUM,Aptitude,"If cost of 5 pens and 7 pencils is Rs 87, and 4 pens and 6 pencils is Rs 72, find cost of pen.",Rs 9,Rs 6,Rs 12,Rs 8,A
TCS_APT_357,Numerical Ability,MEDIUM,Aptitude,"A started with Rs 2000 for 12m, B joined with Rs 3000 after 4m. Profit ratio A:B?",2:1,3:2,8:9,1:1,C
TCS_APT_358,Numerical Ability,MEDIUM,Aptitude,Two pipes fill tank in 30min and 45min. Third drains in 60min. Time to fill when all open?,36min,40min,45min,30min,A
TCS_APT_359,Numerical Ability,MEDIUM,Aptitude,A train of length 180m passes a tree in 9 seconds. Speed of train?,72 km/h,20 m/s,54 km/h,15 m/s,A
TCS_APT_360,Numerical Ability,MEDIUM,Aptitude,A clock gains 15 min per day. Set correctly at noon Mon. What time on Tue noon does it show?,12:15,1:00 PM,12:30,11:45 AM,A
TCS_APT_361,Numerical Ability,MEDIUM,Aptitude,How many two-digit numbers are divisible by 7?,13,12,11,14,A
TCS_APT_362,Numerical Ability,MEDIUM,Aptitude,What is the last digit of 7^75?,7,3,1,9,A
TCS_APT_363,Numerical Ability,MEDIUM,Aptitude,The price of a commodity rose by 25%. By what % must consumption decrease to maintain expenditure?,20%,25%,15%,30%,A
TCS_APT_365,Numerical Ability,MEDIUM,Aptitude,How many 3-digit numbers are divisible by both 4 and 6?,75,50,40,60,A
TCS_APT_366,Numerical Ability,MEDIUM,Aptitude,"If 6 men can do a job in 10 days, how long will 4 men take?",15 days,12 days,10 days,20 days,A
TCS_APT_367,Numerical Ability,MEDIUM,Aptitude,A man rows downstream at 12 km/h and upstream at 8 km/h. Speed of current?,2 km/h,3 km/h,4 km/h,1 km/h,A
TCS_APT_368,Numerical Ability,MEDIUM,Aptitude,A sum of Rs 5000 is invested at 8% compound interest annually. Amount after 3 years?,Rs 6298.56,Rs 6200,Rs 6500,Rs 6100,A
TCS_APT_370,Numerical Ability,MEDIUM,Aptitude,"A salesman's commission is 15% on first Rs 10000 and 10% on rest. If he earns Rs 2500, what were sales?",Rs 20000,Rs 15000,Rs 25000,Rs 18000,A
TCS_APT_371,Numerical Ability,MEDIUM,Aptitude,60 students in a class. 40% are girls. How many boys?,36,24,30,20,A
TCS_APT_372,Numerical Ability,MEDIUM,Aptitude,A car's price depreciated by 10% per year. Original price Rs 100000. Value after 2 years?,Rs 81000,Rs 80000,Rs 90000,Rs 82000,A
TCS_APT_373,Numerical Ability,MEDIUM,Aptitude,A shopkeeper has 100kg sugar. He sells it at 20% profit at Rs 18/kg. His cost price per kg?,Rs 15,Rs 12,Rs 14,Rs 16,A
TCS_APT_374,Numerical Ability,MEDIUM,Aptitude,"Find the next in sequence: 1, 4, 9, 16, 25, ?",36,49,35,30,A
TCS_APT_375,Numerical Ability,MEDIUM,Aptitude,"Find the next in sequence: 2, 6, 12, 20, 30, ?",42,40,44,38,A
TCS_APT_376,Numerical Ability,MEDIUM,Aptitude,"Sum of n terms of AP with first term 2 and common difference 3, n=10?",155,150,145,165,A
TCS_APT_377,Numerical Ability,MEDIUM,Aptitude,"Find the 10th term of the sequence 3, 7, 11, 15...",39,40,38,42,A
TCS_APT_378,Numerical Ability,MEDIUM,Aptitude,"A geometric series: 2, 6, 18, 54... Find 6th term.",486,162,324,972,A
TCS_APT_379,Numerical Ability,MEDIUM,Aptitude,In how many ways can letters of MATHS be arranged?,120,60,24,720,A
TCS_APT_380,Numerical Ability,MEDIUM,Aptitude,"How many 4-digit numbers can be formed using 1,2,3,4 without repetition?",24,16,12,36,A
TCS_APT_381,Numerical Ability,MEDIUM,Aptitude,How many words can be formed using all letters of PENCIL?,720,360,120,240,A
TCS_APT_382,Numerical Ability,MEDIUM,Aptitude,Three cards drawn from 52. Probability all are kings?,1/5525,1/2197,4/52,1/100,A
TCS_APT_383,Numerical Ability,MEDIUM,Aptitude,A tosses 3 coins. Probability of at least 2 heads?,1/2,3/8,5/8,1/4,A
TCS_APT_384,Numerical Ability,MEDIUM,Aptitude,"The mean of 6 numbers is 15. Fifth is 18, sixth is 22. Mean of first four?",12.5,11,13,14,A
TCS_APT_385,Numerical Ability,MEDIUM,Aptitude,"The median of: 3, 7, 2, 1, 9, 8, 5 is?",5,6,7,4,A
TCS_APT_386,Numerical Ability,MEDIUM,Aptitude,"Mode of: 2, 3, 4, 3, 5, 3, 6, 3, 7 is?",3,4,2,5,A
TCS_APT_387,Numerical Ability,MEDIUM,Aptitude,"Standard deviation of 2, 4, 4, 4, 5, 5, 7, 9 is?",2,3,1,4,A
TCS_APT_388,Numerical Ability,MEDIUM,Aptitude,"Age of A is 3/5 of B. After 5 years, sum of ages = 50. Find A's age now.",15,12,18,20,A
TCS_APT_389,Numerical Ability,MEDIUM,Aptitude,"Ratio of A's to B's salary is 5:4. If A gets Rs 5000 more, find B's salary if total = Rs 45000.",Rs 20000,Rs 25000,Rs 18000,Rs 22000,A
TCS_APT_390,Numerical Ability,MEDIUM,Aptitude,A number is 35 more than its half. Find the number.,70,65,80,75,A
TCS_APT_391,Numerical Ability,MEDIUM,Aptitude,"If 4 times a number is 20 more than 3 times the number, the number is?",20,15,25,30,A
TCS_APT_392,Numerical Ability,MEDIUM,Aptitude,"When 5 is added to 3 times a number, result is 14. The number is?",3,4,5,2,A
TCS_APT_393,Numerical Ability,MEDIUM,Aptitude,A fraction when added to its reciprocal gives 25/12. The fraction is?,4/3,3/4,5/4,3/5,A
TCS_APT_394,Numerical Ability,MEDIUM,Aptitude,"If 30% discount is given on a marked price of Rs 200, what is selling price?",140,150,160,130,A
TCS_APT_395,Numerical Ability,MEDIUM,Aptitude,A trader marks up 50% and offers 20% discount. Profit %?,20%,25%,30%,15%,A
TCS_APT_396,Numerical Ability,MEDIUM,Aptitude,Cost of 12 apples = Rs 48. Cost of 7 oranges = Rs 35. Total cost of 4 apples and 3 oranges?,31,28,35,40,A
TCS_APT_397,Numerical Ability,MEDIUM,Aptitude,"If ink costs Rs 5 per bottle and each bottle prints 200 sheets, cost per 1000 sheets of printing?",Rs 25,Rs 20,Rs 30,Rs 15,A
TCS_APT_398,Numerical Ability,MEDIUM,Aptitude,A sum of Rs 2000 earns Rs 400 in simple interest in 4 years. Rate per annum?,5%,4%,6%,8%,A
TCS_APT_399,Numerical Ability,MEDIUM,Aptitude,"Two numbers are in ratio 4:7. If 3 is added to each, ratio becomes 3:5. Find the numbers.",12 and 21,8 and 14,16 and 28,4 and 7,A
TCS_APT_400,Numerical Ability,MEDIUM,Aptitude,Perimeter of a right triangle is 40cm with hypotenuse 17cm. Other two sides?,7cm and 16cm,8cm and 15cm,9cm and 14cm,10cm and 13cm,B
TCS_APT_401,Numerical Ability,MEDIUM,Aptitude,Water in cylinder of radius 3m and height 10m. Volume?,90π m3,30π m3,270π m3,9π m3,A
TCS_APT_402,Numerical Ability,MEDIUM,Aptitude,A cube of side 5cm is painted on all faces. How many unit cubes have exactly 1 face painted?,54,27,8,18,A
TCS_APT_403,Numerical Ability,MEDIUM,Aptitude,A cylinder with radius 7cm and height 5cm. Lateral surface area (π=22/7)?,220 cm2,154 cm2,440 cm2,110 cm2,A
TCS_APT_528,Numerical Ability,MEDIUM,Aptitude,A car is sold for Rs 36000 at 20% profit. Cost price?,30000,32000,28000,25000,A
TCS_APT_533,Numerical Ability,MEDIUM,Aptitude,Area of circle with diameter 14cm (π=22/7)?,154 cm2,100 cm2,176 cm2,196 cm2,A
TCS_APT_535,Numerical Ability,MEDIUM,Aptitude,"A invested Rs 4000, B Rs 6000. Total profit Rs 5000. A's share?",2000,2500,1500,3000,A
TCS_APT_536,Numerical Ability,MEDIUM,Aptitude,25 workers in 16 days. 20 workers do same work in?,20 days,18 days,24 days,15 days,A
TCS_APT_537,Numerical Ability,MEDIUM,Aptitude,CI on 1000 at 10% for 2 years?,210,200,220,100,A
TCS_APT_538,Numerical Ability,MEDIUM,Aptitude,SI on 2000 at 5% for 4 years?,400,200,600,800,A
TCS_APT_539,Numerical Ability,MEDIUM,Aptitude,Train 300m passes pole in 15s. Speed in km/h?,72,80,60,90,A
TCS_APT_540,Numerical Ability,MEDIUM,Aptitude,"Product of two numbers 480, one is 24. Other is?",20,18,25,16,A
TCS_APT_541,Numerical Ability,MEDIUM,Aptitude,"Ratio 5:8, sum 260. Smaller number?",100,130,80,120,A
TCS_APT_544,Numerical Ability,MEDIUM,Aptitude,"A runs at 10 km/h, B at 15 km/h. 300m race. B gives A head start of how much to tie?",100m,50m,150m,200m,A
TCS_APT_545,Numerical Ability,MEDIUM,Aptitude,"Pipes A fills in 8h, B in 12h. Together?",4.8h,6h,4h,5h,A
TCS_APT_553,Numerical Ability,MEDIUM,Aptitude,Probability of drawing ace from 52 cards?,1/13,4/52,1/52,1/26,A
TCS_APT_556,Numerical Ability,MEDIUM,Aptitude,A goes 60 km in 1.5h. Speed?,40 km/h,45 km/h,50 km/h,35 km/h,A
TCS_APT_557,Numerical Ability,MEDIUM,Aptitude,"Profit % when CP=80, SP=100?",25%,20%,15%,30%,A
TCS_APT_559,Numerical Ability,MEDIUM,Aptitude,Sum of first 100 natural numbers?,5050,5000,4950,5100,A
TCS_APT_563,Numerical Ability,MEDIUM,Aptitude,Side of square with area 196?,14,13,15,12,A
TCS_APT_568,Numerical Ability,MEDIUM,Aptitude,A number + 40% of itself = 280. Number?,200,180,220,160,A
TCS_APT_569,Numerical Ability,MEDIUM,Aptitude,"Speed upstream 6 km/h, downstream 10 km/h. Still water speed?",8,7,9,6,A
TCS_APT_570,Numerical Ability,MEDIUM,Aptitude,5 men + 10 boys do work in 6 days. 10 men + 5 boys in 4 days. Men vs boys efficiency?,1:2,2:1,1:1,3:1,B
TCS_APT_571,Numerical Ability,MEDIUM,Aptitude,Rs 1200 shared among A:B:C = 2:3:5. C's share?,600,480,360,240,A
TCS_APT_572,Numerical Ability,MEDIUM,Aptitude,"If A is B's 1.2 times, B is C's 0.8 times, A:C = ?",0.96,1.5,0.8,1.2,A
TCS_APT_578,Numerical Ability,MEDIUM,Aptitude,12% tax on Rs 500 item. Total?,560,550,580,540,A
TCS_APT_579,Numerical Ability,MEDIUM,Aptitude,60L mixture 3:2 water to milk. Pure milk added to get 1:1 ratio. Litres added?,24,12,18,6,A
TCS_APT_580,Numerical Ability,MEDIUM,Aptitude,A sum triples in 8 years SI. Rate?,25%,20%,12.5%,15%,A
TCS_APT_583,Numerical Ability,MEDIUM,Aptitude,Area of rhombus with diagonals 12 and 8?,48,96,24,60,A
TCS_APT_584,Numerical Ability,MEDIUM,Aptitude,Side of equilateral triangle with perimeter 48?,16,12,14,18,A
TCS_APT_585,Numerical Ability,MEDIUM,Aptitude,Angles of parallelogram: one angle is 70°. Adjacent angle?,110°,70°,120°,90°,A
TCS_APT_586,Numerical Ability,MEDIUM,Aptitude,"A bicycle costs Rs 2400. On 30% discount, SP?",1680,1800,2000,1920,A
TCS_APT_587,Numerical Ability,MEDIUM,Aptitude,Difference between 40% of 250 and 60% of 150?,10,0,20,5,A
TCS_APT_588,Numerical Ability,MEDIUM,Aptitude,"Two-digit number, sum of digits 9, difference 1. Number?",45,54,63,36,A
TCS_APT_590,Numerical Ability,MEDIUM,Aptitude,"Find nth term of 7,10,13,16... where n=20?",64,61,67,58,A
TCS_APT_591,Numerical Ability,MEDIUM,Aptitude,"Sum of AP: 5,10,15... to 20 terms?",1050,1000,1100,950,A
TCS_APT_592,Numerical Ability,MEDIUM,Aptitude,"Sum of GP 1,2,4,8... first 8 terms?",255,256,254,128,A
TCS_APT_599,Numerical Ability,MEDIUM,Aptitude,Hypotenuse of right triangle: legs 5 and 12?,13,14,12,15,A
TCS_APT_600,Numerical Ability,MEDIUM,Aptitude,Isoceles triangle with equal sides 10cm and base 12cm. Area?,48 cm2,60 cm2,40 cm2,36 cm2,A
TCS_APT_601,Numerical Ability,MEDIUM,Aptitude,Circle circumference 44cm. Radius (π=22/7)?,7cm,14cm,3.5cm,21cm,A
TCS_APT_603,Numerical Ability,MEDIUM,Aptitude,"Combinations: 4 colours, choose 2?",6,4,8,12,A
TCS_APT_604,Numerical Ability,MEDIUM,Aptitude,Probability: 2 balls from 5 red 3 blue. Probability both red?,5/14,2/7,10/56,1/3,A
TCS_APT_605,Numerical Ability,MEDIUM,Aptitude,Probability: Randomly pick letter from ENGINEERING. P(N)?,3/11,1/4,2/11,4/11,A
TCS_APT_606,Numerical Ability,MEDIUM,Aptitude,"Compound event: P(A)=0.4, P(B)=0.6, independent. P(A∩B)?",0.24,0.48,0.2,0.36,A
TCS_APT_607,Numerical Ability,MEDIUM,Aptitude,P(at least one head) in 3 tosses?,7/8,1/2,3/4,1/8,A
TCS_APT_610,Numerical Ability,MEDIUM,Aptitude,Which is larger: 5/6 or 7/8?,7/8,5/6,Equal,Cannot say,A
TCS_APT_611,Numerical Ability,MEDIUM,Aptitude,Convert fraction 3/20 to percentage?,15%,1.5%,0.15%,150%,A
TCS_APT_615,Numerical Ability,MEDIUM,Aptitude,Sum of interior angles of hexagon?,720°,540°,1080°,900°,A
TCS_APT_616,Numerical Ability,MEDIUM,Aptitude,External angle of regular polygon is 45°. Number of sides?,8,6,9,10,A
TCS_APT_617,Numerical Ability,MEDIUM,Aptitude,Diagonal of square with side 6?,6√2,6,12,3√2,A
TCS_APT_618,Numerical Ability,MEDIUM,Aptitude,"Number of spheres of radius 1 in a cube of side 4 (touching, packing)?",8,16,32,4,A
